"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SOH","SOD","SOA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","B365.2.5","B365.2.5.1","GBAHH","GBAHA","GBAH","LBAHH","LBAHA","LBAH","B365AHH","B365AHA","B365AH","X","X.1","X.2","X.3","X.4","X.5","X.6"
"74","SP1","26/10/03","Betis","Albacete",3,2,"H",2,1,"H",1.57,3.4,5.5,1.55,3.45,6.1,1.55,3.4,5,1.5,3.4,6,1.53,3.4,6,1.53,3.4,6,1.53,3.25,6,1.7,1.9,1.83,1.83,1.95,1.85,-1,2,1.85,-1,1.775,2.125,-0.75,NA,NA,NA,NA,NA,NA,NA
"75","SP1","26/10/03","Espanol","Celta",0,4,"A",0,1,"A",2.37,3.2,2.62,2.45,3.2,2.65,2.3,3,2.7,2.625,2.875,2.5,2.5,3,2.6,2.5,3,2.6,2.5,3.1,2.5,1.9,1.7,2,1.72,1.85,1.95,0,1.8,2.05,0,1.9,2,0,NA,NA,NA,NA,NA,NA,NA
"76","SP1","26/10/03","Mallorca","Barcelona",1,3,"A",0,2,"A",2.5,3.2,2.5,2.65,3.2,2.45,2.7,3,2.3,2.6,3.2,2.375,2.63,3.2,2.38,2.62,3.2,2.37,2.62,3.1,2.37,1.8,1.8,1.95,1.75,2,1.8,0,2.1,1.75,0,2.025,1.875,0,NA,NA,NA,NA,NA,NA,NA
"77","SP1","26/10/03","Murcia","Ath Madrid",1,3,"A",0,2,"A",2.3,3.2,2.7,2.4,3.25,2.65,2.4,2.9,2.7,2.2,3.2,2.8,2.38,3,2.75,2.37,3,2.75,2.3,3,2.8,1.9,1.7,2,1.72,1.8,2,0,1.8,2.05,0,1.775,2.125,0,NA,NA,NA,NA,NA,NA,NA
"78","SP1","26/10/03","Sociedad","Osasuna",1,0,"H",0,0,"D",1.72,3.25,4.33,1.75,3.35,4.5,1.8,3.1,3.8,1.727,3.2,4.333,1.7,3.25,4.5,1.7,3.25,4.5,1.72,3.1,4.5,1.8,1.8,1.83,1.83,2.05,1.75,-0.75,2.05,1.8,-0.75,2.1,1.8,-0.75,NA,NA,NA,NA,NA,NA,NA
"79","SP1","26/10/03","Valladolid","Ath Bilbao",2,0,"H",1,0,"H",2.3,3.2,2.7,2.4,3.25,2.7,2.3,3,2.7,2.5,3.2,2.5,2.3,3,2.88,2.3,3,2.87,2.3,3.1,2.75,1.9,1.7,1.9,1.8,2.05,1.75,-0.25,2.1,1.75,-0.25,1.8,2.1,0,NA,NA,NA,NA,NA,NA,NA
"80","SP1","26/10/03","Villarreal","Sevilla",3,3,"D",1,2,"A",2.1,3.25,3,2.2,3.05,3.15,2,2.9,3.4,2,3,3.4,2.1,3,3.25,2.1,3,3.25,2,3.1,3.3,1.95,1.66,2,1.72,1.9,1.9,-0.25,1.85,2,-0.25,1.85,2.05,-0.25,NA,NA,NA,NA,NA,NA,NA
"81","SP1","28/10/03","Zaragoza","Real Madrid",0,0,"D",0,0,"D",5,3.4,1.61,5.6,3.6,1.55,4.8,3.5,1.55,5,3.25,1.62,5.5,3.5,1.53,5.5,3.4,1.57,5.5,3.4,1.53,1.61,2,1.61,2.2,1.9,1.9,1,1.9,1.95,1,1.9,2,1,NA,NA,NA,NA,NA,NA,NA
"82","SP1","29/10/03","Albacete","Villarreal",2,0,"H",0,0,"D",2.5,3.2,2.5,2.5,3.15,2.6,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.37,3.1,2.62,1.85,1.79,1.83,1.83,1.85,1.95,0,1.85,2,0,1.85,2.05,0,NA,NA,NA,NA,NA,NA,NA
"83","SP1","29/10/03","Ath Bilbao","Malaga",2,1,"H",0,1,"A",1.66,3.4,4.5,1.7,3.3,4.7,1.75,3.2,4,1.67,3.25,4.5,1.67,3.5,4.5,1.67,3.25,4.75,1.66,3.1,5,1.75,1.86,1.8,1.9,1.95,1.85,-0.75,1.95,1.9,-0.75,2,1.9,-0.75,NA,NA,NA,NA,NA,NA,NA
"84","SP1","29/10/03","Barcelona","Murcia",3,0,"H",1,0,"H",1.36,4,7.5,1.35,4.2,8,1.25,4.5,9,1.44,3.75,6,1.36,4,7.5,1.36,4,7.5,1.33,4,8,1.66,1.96,1.72,2,1.9,1.9,-1.5,1.95,1.9,-1.5,2,1.9,-1.5,NA,NA,NA,NA,NA,NA,NA
"85","SP1","29/10/03","La Coruna","Mallorca",0,2,"A",0,0,"D",1.3,4.5,8,1.35,4.2,8,1.3,4.2,8,1.29,4.5,8,1.3,4.33,8.5,1.3,4.33,8.5,1.33,4,8,1.56,2.1,1.66,2.1,1.9,1.9,-1.5,1.9,1.95,-1.5,2.025,1.875,-1.5,NA,NA,NA,NA,NA,NA,NA
