"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1","GBAHH","GBAHA","GBAH","X","X.1","X.2","X.3","X.4","X.5"
"223","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","SP2","23/11/03","Alaves","Xerez",1,1,"D",1,0,"H",1.72,2.87,5,1.75,2.85,4.9,1.7,2.7,4.4,1.7,3,5,1.75,2.9,4.5,2.2,1.51,1.75,1.95,-0.5,NA,NA,NA,NA,NA,NA
"225","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","SP2","23/11/03","Almeria","Vallecano",1,2,"A",1,1,"D",1.83,2.8,4.5,1.8,2.8,4.7,1.8,2.6,4.1,1.73,2.88,5,1.8,2.9,4.2,2.2,1.51,1.8,1.9,-0.5,NA,NA,NA,NA,NA,NA
"227","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","SP2","23/11/03","Cadiz","Ciudad de Murcia",2,1,"H",1,0,"H",2,2.7,4,2,2.7,3.9,1.85,2.6,3.9,1.83,2.75,4.6,2.2,2.7,3.2,NA,NA,1.7,2,-0.25,NA,NA,NA,NA,NA,NA
"229","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","SP2","23/11/03","Cordoba","Salamanca",1,0,"H",0,0,"D",2.25,2.5,3.6,2.2,2.5,3.65,2.1,2.4,3.7,2.3,2.5,3.4,2.2,2.55,3.4,2.45,1.41,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"231","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","SP2","23/11/03","Getafe","Poli Ejido",1,1,"D",0,0,"D",2,2.5,4.33,2.1,2.55,3.85,2,2.5,3.7,2,2.6,4.2,2.2,2.55,3.4,2.3,1.46,1.8,1.9,-0.25,NA,NA,NA,NA,NA,NA
"233","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","SP2","23/11/03","Recreativo","Las Palmas",2,2,"D",0,0,"D",2.25,2.5,3.6,2.2,2.55,3.55,2.3,2.3,3.1,2.2,2.6,3.5,2.2,2.65,3.3,2.45,1.41,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"235","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","SP2","23/11/03","Sp Gijon","Elche",2,0,"H",0,0,"D",2.3,2.62,3.2,2.25,2.55,3.45,2.2,2.5,3.1,2.3,2.6,3.25,2.2,2.7,3.2,2.2,1.51,1.95,1.75,-0.25,NA,NA,NA,NA,NA,NA
"237","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","SP2","24/11/03","Malaga B","Terrassa",1,3,"A",0,2,"A",2,2.7,4,2,2.6,4.1,1.9,2.6,3.8,1.91,2.75,4.2,2,2.7,3.7,NA,NA,1.7,2,-0.25,NA,NA,NA,NA,NA,NA
"239","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","SP2","29/11/03","Elche","Almeria",3,3,"D",1,2,"A",2.5,2.62,2.87,2.5,2.5,3,2.5,2.5,2.7,2.5,2.5,3.1,2.5,2.65,2.8,2.3,1.46,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
"241","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","SP2","29/11/03","Las Palmas","Cordoba",3,1,"H",0,1,"A",2.37,2.7,3,2.4,2.5,3.15,2.5,2.5,2.7,2.4,2.5,3.25,2.4,2.7,2.85,2.3,1.46,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"243","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","SP2","29/11/03","Numancia","Tenerife",2,1,"H",1,1,"D",1.72,2.87,5,1.75,2.75,5,1.75,2.6,4.4,1.75,2.8,5,1.75,2.75,4.9,2.2,1.51,1.75,1.9,-0.5,NA,NA,NA,NA,NA,NA
"245","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","SP2","29/11/03","Terrassa","Getafe",1,2,"A",0,1,"A",2.62,2.5,2.87,2.7,2.5,2.75,2.7,2.3,2.7,2.6,2.5,2.9,2.6,2.7,2.6,2.3,1.46,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"247","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","SP2","30/11/03","Ciudad de Murcia","Eibar",1,3,"A",1,1,"D",2.5,2.6,3,2.6,2.5,2.85,2.5,2.4,2.8,2.6,2.5,2.9,2.6,2.7,2.6,2.3,1.46,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"249","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","SP2","30/11/03","Leganes","Sp Gijon",1,3,"A",1,0,"H",2.5,2.62,2.87,2.5,2.5,3,2.5,2.5,2.7,2.5,2.5,3.1,2.5,2.7,2.75,2.45,1.41,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"251","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","SP2","30/11/03","Levante","Recreativo",0,0,"D",0,0,"D",1.8,2.75,5,1.85,2.7,4.5,1.8,2.55,4.3,1.91,2.7,4.33,1.75,2.75,4.9,2.1,1.56,1.85,1.85,-0.5,NA,NA,NA,NA,NA,NA
"253","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","SP2","30/11/03","Poli Ejido","Alaves",1,3,"A",0,1,"A",2.62,2.6,2.8,2.7,2.5,2.75,2.7,2.3,2.7,2.7,2.5,2.8,2.6,2.7,2.6,NA,NA,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"255","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","SP2","30/11/03","Salamanca","Cadiz",0,0,"D",0,0,"D",2.37,2.62,3.1,2.4,2.6,3,2.3,2.5,2.9,2.38,2.5,3.25,2.4,2.6,3,2.2,1.51,2,1.73,-0.25,NA,NA,NA,NA,NA,NA
"257","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","SP2","30/11/03","Vallecano","Malaga B",2,1,"H",1,1,"D",1.8,2.87,4.5,1.8,2.8,4.5,1.85,2.7,3.7,1.91,2.7,4.33,1.9,2.7,4.2,2.3,1.46,1.75,1.95,-0.5,NA,NA,NA,NA,NA,NA
"259","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","SP2","30/11/03","Xerez","Algeciras",2,1,"H",1,1,"D",2.1,2.6,3.8,2.1,2.55,3.8,2.2,2.5,3.1,2.1,2.6,3.75,2.3,2.6,3.15,2.3,1.46,1.8,1.9,-0.25,NA,NA,NA,NA,NA,NA
"261","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","SP2","06/12/03","Alaves","Terrassa",0,1,"A",0,0,"D",1.57,3.25,5.5,1.67,2.8,5.8,1.5,3,5.5,1.66,2.87,5.5,1.65,2.95,5.2,2.1,1.56,1.65,2.05,-0.5,NA,NA,NA,NA,NA,NA
"263","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","SP2","06/12/03","Getafe","Vallecano",3,1,"H",2,0,"H",2.25,2.5,3.5,2.3,2.6,3.2,2.4,2.6,2.7,2.3,2.5,3.4,2.5,2.65,2.8,2.2,1.51,1.65,2.05,0,NA,NA,NA,NA,NA,NA
"265","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","SP2","06/12/03","Recreativo","Xerez",0,0,"D",0,0,"D",2.1,2.5,4,2.05,2.6,3.85,2.1,2.3,3.7,2.1,2.5,4,2.35,2.6,3.05,2.3,1.46,1.75,1.95,-0.25,NA,NA,NA,NA,NA,NA
"267","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","SP2","06/12/03","Salamanca","Las Palmas",2,0,"H",1,0,"H",2.25,2.5,3.6,2.3,2.65,3.1,2.4,2.3,3,2.3,2.5,3.4,2.3,2.7,3,2.45,1.41,1.65,2.05,0,NA,NA,NA,NA,NA,NA
"269","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","SP2","07/12/03","Algeciras","Poli Ejido",0,1,"A",0,0,"D",2.3,2.62,3.2,2.35,2.5,3.3,2.3,2.4,3,2.37,2.5,3.25,2.35,2.6,3.05,2.1,1.56,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"271","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","SP2","07/12/03","Almeria","Leganes",1,3,"A",0,1,"A",1.8,2.75,5,1.83,2.7,4.6,1.8,2.5,4.3,1.8,2.75,4.8,1.8,2.75,4.6,2.45,1.41,1.83,1.87,-0.5,NA,NA,NA,NA,NA,NA
"273","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","SP2","07/12/03","Cadiz","Eibar",0,0,"D",0,0,"D",2.2,2.6,3.5,2.2,2.5,3.55,2.2,2.5,3.1,2.25,2.62,3.3,2.2,2.65,3.3,2.3,1.46,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"275","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","SP2","07/12/03","Cordoba","Levante",1,1,"D",0,0,"D",2.5,2.5,3,2.4,2.55,3.1,2.3,2.4,3,2.5,2.5,3.1,2.5,2.5,2.95,2.45,1.41,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"277","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","SP2","07/12/03","Malaga B","Elche",1,1,"D",1,1,"D",2.62,2.6,2.75,2.7,2.65,2.6,2.6,2.5,2.6,2.62,2.6,2.8,2.6,2.75,2.55,2,1.61,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"279","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","SP2","07/12/03","Sp Gijon","Numancia",1,0,"H",0,0,"D",2.37,2.5,3.25,2.45,2.65,2.85,2.4,2.4,2.9,2.4,2.5,3.2,2.55,2.75,2.6,2.2,1.51,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"281","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","SP2","07/12/03","Tenerife","Ciudad de Murcia",1,1,"D",0,0,"D",2,2.75,3.8,2,2.6,4,1.85,2.5,4.1,1.9,2.6,4.6,2.05,2.75,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","SP2","13/12/03","Eibar","Tenerife",0,0,"D",0,0,"D",2.1,2.5,4,2.1,2.5,3.85,2,2.4,3.8,2.1,2.5,4,2.05,2.6,3.75,2.45,1.41,1.82,1.89,-0.25,NA,NA,NA,NA,NA,NA
"285","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","SP2","13/12/03","Las Palmas","Cadiz",0,2,"A",0,0,"D",2.375,2.5,3.25,2.4,2.4,3.3,2.2,2.5,3.1,2.37,2.5,3.25,2.35,2.5,3.2,2.2,1.51,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"287","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","SP2","13/12/03","Levante","Salamanca",2,1,"H",1,0,"H",1.909,2.625,4.5,2,2.5,4.25,1.9,2.5,3.9,1.9,2.62,4.5,2,2.6,3.95,2.6,1.36,2,1.73,-0.5,NA,NA,NA,NA,NA,NA
"289","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","SP2","13/12/03","Terrassa","Algeciras",0,0,"D",0,0,"D",2,2.6,4,2.15,2.5,3.7,2,2.5,3.6,2,2.6,4.2,2.1,2.6,3.6,2.45,1.41,1.9,1.8,-0.25,NA,NA,NA,NA,NA,NA
"291","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","SP2","13/12/03","Vallecano","Alaves",1,2,"A",1,1,"D",2.4,2.5,3.2,2.5,2.5,3,2.3,2.5,2.9,2.4,2.6,3.1,2.5,2.5,2.95,2.1,1.56,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"293","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","SP2","13/12/03","Xerez","Cordoba",0,0,"D",0,0,"D",2.4,2.5,3.2,2.45,2.5,3.1,2.5,2.3,2.9,2.4,2.5,3.25,2.5,2.5,2.95,2.45,1.41,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"295","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","SP2","14/12/03","Ciudad de Murcia","Sp Gijon",3,2,"H",0,1,"A",2.75,2.5,2.75,2.8,2.4,2.8,2.65,2.4,2.65,2.75,2.4,2.87,2.75,2.4,2.8,2.3,1.46,1.85,1.85,0,NA,NA,NA,NA,NA,NA
"297","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","SP2","14/12/03","Elche","Getafe",1,1,"D",0,0,"D",2.4,2.5,3.2,2.4,2.4,3.3,2.4,2.3,3,2.4,2.5,3.25,2.35,2.45,3.3,2.3,1.51,1.75,1.95,0,NA,NA,NA,NA,NA,NA
"299","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","SP2","14/12/03","Leganes","Malaga B",2,1,"H",1,1,"D",2,2.6,4,2.1,2.5,3.85,2,2.5,3.6,2,2.6,4.2,2,2.6,3.95,2.45,1.41,1.79,1.92,-0.25,NA,NA,NA,NA,NA,NA
"301","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","SP2","14/12/03","Numancia","Almeria",0,0,"D",0,0,"D",1.909,2.625,4.5,2,2.5,4.25,1.9,2.5,3.9,1.9,2.62,4.5,1.95,2.55,4.3,2.3,1.46,1.9,1.8,-0.5,NA,NA,NA,NA,NA,NA
"303","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","SP2","14/12/03","Poli Ejido","Recreativo",2,0,"H",0,0,"D",2.625,2.5,2.875,2.55,2.4,3.1,2.6,2.3,2.8,2.5,2.4,3.25,2.5,2.4,3.1,2.3,1.46,1.8,1.9,0,NA,NA,NA,NA,NA,NA
"305","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","SP2","20/12/03","Cadiz","Tenerife",4,1,"H",3,0,"H",1.9,2.7,4.33,2,2.5,4.3,1.9,2.4,4.2,1.9,2.62,4.5,1.95,2.55,4.3,2.6,1.36,2,1.73,-0.5,NA,NA,NA,NA,NA,NA
"307","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","SP2","20/12/03","Las Palmas","Levante",1,2,"A",0,1,"A",2.87,2.5,2.62,2.8,2.4,2.8,2.7,2.3,2.7,2.8,2.37,2.87,2.9,2.3,2.8,2.6,1.36,1.85,1.86,0,NA,NA,NA,NA,NA,NA
"309","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","SP2","20/12/03","Malaga B","Numancia",0,2,"A",0,1,"A",2.87,2.62,2.5,3.15,2.5,2.45,2.9,2.4,2.4,3.1,2.6,2.37,3.1,2.5,2.4,2.1,1.56,1.92,1.79,0,NA,NA,NA,NA,NA,NA
"311","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","SP2","20/12/03","Recreativo","Terrassa",1,2,"A",1,1,"D",2.1,2.5,4,2.1,2.5,4,2,2.4,3.8,2.1,2.5,4,2.2,2.5,3.55,2.6,1.36,1.82,1.89,-0.25,NA,NA,NA,NA,NA,NA
"313","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","SP2","21/12/03","Alaves","Elche",2,1,"H",0,1,"A",2,2.6,4,2,2.55,4.25,2,2.4,3.8,2,2.6,4.2,2.1,2.5,3.8,2.6,1.36,2,1.73,-0.5,NA,NA,NA,NA,NA,NA
"315","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","SP2","21/12/03","Algeciras","Vallecano",1,1,"D",1,1,"D",2.75,2.5,2.75,2.7,2.5,2.8,2.7,2.4,2.6,2.62,2.5,2.87,2.75,2.4,2.8,2.3,1.46,1.85,1.86,0,NA,NA,NA,NA,NA,NA
"317","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","SP2","21/12/03","Almeria","Ciudad de Murcia",2,3,"A",0,1,"A",1.8,2.87,4.5,1.85,2.65,4.75,1.85,2.4,4.5,1.8,2.7,5,1.85,2.6,4.75,1.95,1.66,1.85,1.86,-0.5,NA,NA,NA,NA,NA,NA
"319","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","SP2","21/12/03","Cordoba","Poli Ejido",1,0,"H",0,0,"D",2,2.6,4,2.1,2.55,3.8,1.9,2.4,4.2,2.05,2.6,4,2.1,2.5,3.8,2.45,1.41,1.82,1.89,-0.25,NA,NA,NA,NA,NA,NA
"321","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","SP2","21/12/03","Getafe","Leganes",3,1,"H",1,1,"D",2.1,2.5,4,2.15,2.5,3.8,2.1,2.3,3.7,2.2,2.5,3.75,2.1,2.5,3.8,2.3,1.46,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
"323","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","SP2","21/12/03","Salamanca","Xerez",2,2,"D",2,2,"D",2,2.6,4,2.05,2.5,4.1,2,2.4,3.8,2.05,2.5,4.2,2.1,2.5,3.8,2.45,1.41,1.79,1.92,-0.25,NA,NA,NA,NA,NA,NA
"325","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","SP2","21/12/03","Sp Gijon","Eibar",1,0,"H",1,0,"H",2.1,2.5,4,2.15,2.55,3.65,2.1,2.4,3.5,2.2,2.5,3.75,2.2,2.5,3.55,2.45,1.41,1.9,1.81,-0.25,NA,NA,NA,NA,NA,NA
"327","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","SP2","03/01/04","Eibar","Almeria",1,0,"H",1,0,"H",2.25,2.5,3.4,2.4,2.5,3.2,2.3,2.2,3.4,2.37,2.4,3.5,2.37,2.7,2.9,2.35,1.46,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"329","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","SP2","03/01/04","Numancia","Getafe",0,0,"D",0,0,"D",1.8,2.7,5,1.85,2.7,4.6,2,2.3,4,1.85,2.7,4.75,1.8,3,4,2.1,1.56,1.85,1.85,-0.5,NA,NA,NA,NA,NA,NA
"331","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","SP2","03/01/04","Tenerife","Sp Gijon",0,1,"A",0,0,"D",2.5,2.5,3.1,2.4,2.55,3.15,2.3,2.3,3.2,2.4,2.5,3.25,2.4,2.6,3,2.2,1.53,1.77,1.95,0,NA,NA,NA,NA,NA,NA
"333","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","SP2","03/01/04","Terrassa","Cordoba",1,0,"H",1,0,"H",2.5,2.375,3.25,2.4,2.55,3.15,2.3,2.3,3.2,2.5,2.4,3.2,2.4,2.6,3,2.35,1.45,1.73,2,0,NA,NA,NA,NA,NA,NA
"335","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","SP2","04/01/04","Ciudad de Murcia","Malaga B",3,1,"H",2,1,"H",1.909,2.7,4.333,1.9,2.72,4.25,1.9,2.4,4.2,1.9,2.7,4.33,1.8,3,4,NA,NA,1.9,1.81,-0.5,NA,NA,NA,NA,NA,NA
"337","SP2","04/01/04","Elche","Algeciras",3,2,"H",2,1,"H",1.727,2.875,5,1.8,2.68,5,1.8,2.5,4.4,1.75,2.8,5,1.66,3,5,2.05,1.61,1.8,1.91,-0.5,NA,NA,NA,NA,NA,NA
"338","SP2","04/01/04","Leganes","Alaves",0,0,"D",0,0,"D",2.625,2.625,2.75,2.65,2.5,2.85,2.7,2.4,2.6,2.62,2.5,2.87,2.5,2.5,3.1,NA,NA,1.85,1.86,0,NA,NA,NA,NA,NA,NA
"339","SP2","04/01/04","Levante","Cadiz",2,1,"H",1,0,"H",2.1,2.6,3.75,2.2,2.5,3.65,2,2.3,4,2.1,2.6,3.75,2.25,2.6,3.25,2.35,1.47,1.92,1.79,-0.25,NA,NA,NA,NA,NA,NA
