"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","B365H","B365D","B365A","GBH","GBD","GBA","IWH","IWD","IWA","SBH","SBD","SBA","WHH","WHD","WHA","GB.2.5","GB.2.5.1"
"584","SP2","08/06/03","Salamanca","Compostela",4,2,"H",1,2,"A",2.2,2.625,3.4,2.22,2.5,3.6,2.3,2.3,3.6,2.3,2.5,3.4,2.3,2.25,3.85,NA,NA
"585","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","SP2","08/06/03","Xerez","Eibar",1,1,"D",1,1,"D",1.909,3,3.75,2,3.05,3.33,NA,NA,NA,2,3,3.4,2.05,2.95,3.2,NA,NA
"587","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","SP2","14/06/03","Almeria","Leganes",0,2,"A",0,2,"A",2.2,2.625,3.4,2.1,2.6,3.55,2.1,2.7,3.3,2.25,2.37,3.75,2.2,2.3,4,NA,NA
"589","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","SP2","14/06/03","Eibar","Sp Gijon",1,1,"D",0,0,"D",2.1,2.75,3.5,2.15,2.65,3.35,2.1,2.7,3.3,2,2.8,3.6,2.1,2.65,3.5,NA,NA
"591","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","SP2","14/06/03","Ferrol","Levante",1,0,"H",0,0,"D",NA,NA,NA,1.8,3.35,3.5,NA,NA,NA,2,3.1,3.2,1.9,3,3.6,NA,NA
"593","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","SP2","14/06/03","Getafe","Poli Ejido",2,0,"H",1,0,"H",2.2,2.5,3.75,2.1,2.5,3.75,NA,NA,NA,2.2,2.6,3.4,2.3,2.75,2.95,NA,NA
"595","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","SP2","14/06/03","Numancia","Las Palmas",0,1,"A",0,1,"A",2.2,2.75,3.25,2.2,2.75,3.1,2.2,2.7,3,2.2,2.75,3.2,2.2,2.7,3.2,NA,NA
"597","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","SP2","14/06/03","Tenerife","Murcia",2,1,"H",1,0,"H",2.5,2.75,2.75,2.5,2.7,2.7,2.4,2.7,2.8,2.6,2.75,2.6,2.5,2.7,2.7,NA,NA
"599","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","SP2","15/06/03","Badajoz","Elche",2,3,"A",1,1,"D",NA,NA,NA,2.35,2.83,2.75,2.4,2.8,2.7,2.4,2.75,2.8,2.45,2.7,2.8,NA,NA
"601","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","SP2","15/06/03","Compostela","Cordoba",1,2,"A",1,0,"H",2.2,2.75,3.25,2.25,2.75,3,2.2,2.7,3,2.3,2.75,3,2.3,2.7,3,NA,NA
"603","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","SP2","15/06/03","Oviedo","Salamanca",0,3,"A",0,1,"A",1.909,3,3.75,1.83,3.25,3.5,NA,NA,NA,1.9,3,3.6,1.9,3,3.6,NA,NA
"605","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","SP2","15/06/03","Terrassa","Xerez",2,0,"H",1,0,"H",1.727,3.1,4.5,1.6,3.35,4.5,NA,NA,NA,1.75,3.2,4,1.8,3,4,NA,NA
"607","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","SP2","15/06/03","Zaragoza","Albacete",1,1,"D",0,0,"D",NA,NA,NA,2.2,2.4,3.7,2.2,2.5,3.3,NA,NA,NA,2.2,2.2,4.2,NA,NA
"609","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","SP2","21/06/03","Albacete","Almeria",0,1,"A",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","SP2","21/06/03","Cordoba","Oviedo",1,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","SP2","21/06/03","Elche","Numancia",1,1,"D",0,0,"D",NA,NA,NA,NA,NA,NA,1.9,2.3,5,NA,NA,NA,NA,NA,NA,NA,NA
"615","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","SP2","21/06/03","Leganes","Eibar",0,1,"A",0,1,"A",1.833,3.1,3.75,NA,NA,NA,1.9,2.8,4,NA,NA,NA,NA,NA,NA,NA,NA
"617","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","SP2","21/06/03","Levante","Compostela",3,4,"A",2,0,"H",2.2,2.75,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","SP2","21/06/03","Murcia","Ferrol",5,0,"H",3,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","SP2","21/06/03","Poli Ejido","Zaragoza",0,0,"D",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","SP2","21/06/03","Salamanca","Getafe",3,1,"H",1,0,"H",NA,NA,NA,NA,NA,NA,1.9,2.7,4.2,NA,NA,NA,NA,NA,NA,NA,NA
"625","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","SP2","21/06/03","Sp Gijon","Terrassa",0,0,"D",0,0,"D",2.2,2.4,3.75,NA,NA,NA,2.2,2.2,4,NA,NA,NA,NA,NA,NA,NA,NA
"627","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","SP2","21/06/03","Tenerife","Las Palmas",0,0,"D",0,0,"D",2.3,2.625,3.1,NA,NA,NA,2.3,2.7,3,NA,NA,NA,NA,NA,NA,NA,NA
"629","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","SP2","21/06/03","Xerez","Badajoz",5,3,"H",3,1,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","SP2","28/06/03","Badajoz","Sp Gijon",0,3,"A",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","SP2","28/06/03","Numancia","Xerez",1,4,"A",1,3,"A",NA,NA,NA,NA,NA,NA,2.1,2.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA
"635","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","SP2","28/06/03","Oviedo","Levante",1,2,"A",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","SP2","28/06/03","Zaragoza","Salamanca",1,3,"A",1,1,"D",NA,NA,NA,NA,NA,NA,1.75,3.1,3.8,NA,NA,NA,NA,NA,NA,NA,NA
"639","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","SP2","29/06/03","Almeria","Poli Ejido",1,1,"D",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","SP2","29/06/03","Compostela","Murcia",1,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,2.5,2.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA
"643","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","SP2","29/06/03","Eibar","Albacete",2,0,"H",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","SP2","29/06/03","Ferrol","Tenerife",0,1,"A",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","SP2","29/06/03","Getafe","Cordoba",1,1,"D",0,1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","SP2","29/06/03","Las Palmas","Elche",4,1,"H",2,0,"H",NA,NA,NA,NA,NA,NA,1.9,2.7,4,NA,NA,NA,NA,NA,NA,NA,NA
"651","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","SP2","29/06/03","Terrassa","Leganes",2,0,"H",1,0,"H",NA,NA,NA,NA,NA,NA,2.3,2.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA
"653","","","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
