"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","SBH","SBD","SBA","SYH","SYD","SYA","WHH","WHD","WHA"
"270","I1","07/04/02","Venezia","Roma",2,2,"D",0,0,"D",8,4.5,1.3,7,4,1.35,NA,NA,NA,8.5,5,1.222,NA,NA,NA,9,5.5,1.2
"271","I1","14/04/02","Atalanta","Torino",1,1,"D",1,0,"H",2.3,2,5.2,2,2.4,4,2.2,2.37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","I1","14/04/02","Bologna","Piacenza",1,2,"A",0,1,"A",1.65,3.15,5.3,1.65,3.3,4.4,1.61,3,6,1.6,3,6,1.615,2.875,6.5,1.57,2.87,7
"273","I1","14/04/02","Fiorentina","Lazio",0,1,"A",0,1,"A",7,4,1.35,NA,NA,NA,5,3.5,1.57,6.5,3.8,1.4,NA,NA,NA,6,3.75,1.44
"274","I1","14/04/02","Inter","Brescia",2,1,"H",0,1,"A",1.27,4.75,8.5,1.3,4.2,8,1.28,4.33,9,1.286,4.5,8,1.25,4.5,10,NA,NA,NA
"275","I1","14/04/02","Juventus","Milan",1,0,"H",0,0,"D",1.6,3,5.4,1.7,3.2,4.2,1.61,3.25,5,1.615,3.25,5,1.615,3.25,5,NA,NA,NA
"276","I1","14/04/02","Lecce","Chievo",2,3,"A",2,1,"H",3.65,3.2,1.85,NA,NA,NA,3.75,3,1.91,3.5,3.4,1.833,NA,NA,NA,3.5,3.4,1.83
"277","I1","14/04/02","Roma","Parma",3,1,"H",2,1,"H",1.35,4.2,7.3,1.4,3.7,6.4,1.4,3.75,7,1.364,4,7,1.364,4,7,1.4,3.6,7.5
"278","I1","14/04/02","Venezia","Perugia",0,2,"A",0,2,"A",4.4,3.3,1.65,NA,NA,NA,5,2.87,1.73,4.5,3.3,1.667,NA,NA,NA,5.5,3.1,1.61
"279","I1","14/04/02","Verona","Udinese",1,0,"H",1,0,"H",2.05,2.95,3.45,1.9,3,3.6,2,3,3.4,2.05,2.9,3.4,2,3,3.4,2,3,3.4
"280","I1","21/04/02","Brescia","Fiorentina",3,0,"H",1,0,"H",NA,NA,NA,1.1,6.5,13,NA,NA,NA,1.167,5.5,11,NA,NA,NA,1.2,5,11
"281","I1","21/04/02","Chievo","Inter",2,2,"D",1,0,"H",3.15,3.05,2.1,3,2.9,2.2,NA,NA,NA,3.3,3.1,2,3.3,3.1,2,3.3,3.1,2
"282","I1","21/04/02","Lazio","Verona",5,4,"H",3,1,"H",1.33,4.2,7.5,1.35,4,7,NA,NA,NA,1.286,4.333,9,1.3,4.333,8,1.33,4,8
"283","I1","21/04/02","Milan","Roma",0,0,"D",0,0,"D",2.5,2.95,2.6,2.3,2.9,2.8,NA,NA,NA,2.6,3,2.5,2.5,2.9,2.6,2.5,2.9,2.62
"284","I1","21/04/02","Parma","Atalanta",1,1,"D",0,1,"A",1.35,3.8,8,1.35,4,7,NA,NA,NA,1.4,3.4,8,NA,NA,NA,1.4,3.4,8.5
"285","I1","21/04/02","Perugia","Bologna",1,0,"H",0,0,"D",NA,NA,NA,2.4,2.7,2.9,NA,NA,NA,2.5,2.8,2.7,2.5,2.7,2.8,2.5,2.75,2.75
"286","I1","21/04/02","Piacenza","Juventus",0,1,"A",0,0,"D",5.25,3.5,1.55,4.2,3.2,1.7,NA,NA,NA,5,3.4,1.571,5,3.5,1.571,5,3.5,1.57
"287","I1","21/04/02","Torino","Lecce",1,1,"D",0,1,"A",NA,NA,NA,1.45,3.5,6,NA,NA,NA,1.3,4,8,NA,NA,NA,1.44,3.4,7
"288","I1","21/04/02","Udinese","Venezia",1,0,"H",1,0,"H",NA,NA,NA,1.2,4.7,9,NA,NA,NA,1.167,5,11,NA,NA,NA,1.1,6.5,15
"289","I1","28/04/02","Atalanta","Perugia",2,1,"H",1,1,"D",NA,NA,NA,1.9,2.4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","I1","28/04/02","Bologna","Lazio",2,0,"H",0,0,"D",2.7,3,2.35,2.5,3,2.5,NA,NA,NA,NA,NA,NA,2.5,2.9,2.6,NA,NA,NA
"291","I1","28/04/02","Fiorentina","Parma",1,2,"A",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","I1","28/04/02","Inter","Piacenza",3,1,"H",1,1,"D",1.25,5,9,1.35,4,7,NA,NA,NA,NA,NA,NA,1.25,4.5,10,NA,NA,NA
"293","I1","28/04/02","Juventus","Brescia",5,0,"H",1,0,"H",1.25,5,9,1.25,4.5,9,NA,NA,NA,NA,NA,NA,1.25,4.5,10,NA,NA,NA
"294","I1","28/04/02","Lecce","Udinese",1,2,"A",0,0,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","I1","28/04/02","Roma","Chievo",5,0,"H",2,0,"H",1.4,3.85,7,1.5,3.5,5.4,NA,NA,NA,NA,NA,NA,1.4,3.75,7,NA,NA,NA
"296","I1","28/04/02","Venezia","Torino",1,1,"D",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","I1","28/04/02","Verona","Milan",1,2,"A",1,0,"H",2.85,3,2.28,2.8,2.9,2.3,NA,NA,NA,NA,NA,NA,2.875,3,2.25,NA,NA,NA
"298","I1","05/05/02","Brescia","Bologna",3,0,"H",0,0,"D",1.6,4.25,3.6,1.75,3.5,3.2,NA,NA,NA,1.7,3.75,3.5,NA,NA,NA,1.66,4,3.6
"299","I1","05/05/02","Chievo","Atalanta",2,1,"H",0,0,"D",1.25,4.6,7.6,1.4,3.9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,5,9.5
"300","I1","05/05/02","Lazio","Inter",4,2,"H",2,2,"D",4.9,4,1.5,3.2,3.5,1.8,NA,NA,NA,4.2,3.75,1.6,NA,NA,NA,5,4.33,1.44
"301","I1","05/05/02","Milan","Lecce",3,0,"H",2,0,"H",NA,NA,NA,1.1,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","I1","05/05/02","Parma","Venezia",2,1,"H",1,1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,4,8
"303","I1","05/05/02","Perugia","Fiorentina",2,0,"H",2,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,4.33,8
"304","I1","05/05/02","Piacenza","Verona",3,0,"H",1,0,"H",2.1,2.33,4.75,2,2.3,4.5,NA,NA,NA,2,2.375,4.5,NA,NA,NA,2,2.37,5
"305","I1","05/05/02","Torino","Roma",0,1,"A",0,0,"D",6.8,4.4,1.35,NA,NA,NA,NA,NA,NA,8,4,1.3,NA,NA,NA,10,4.5,1.25
"306","I1","05/05/02","Udinese","Juventus",0,2,"A",0,2,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4.5,1.182,NA,NA,NA,NA,NA,NA
